ApplicationDocsID,ApplNo,SubmissionType,SubmissionNo,ApplicationDocsTitle,ApplicationDocsURL,ApplicationDocsDate,VerificationStatus
21669,021450,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/21-450_Zomig.html,2005-04-15 00:00:00,INDEX ONLY - content not screened for IND information
21670,021453,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/021453_s000_ZeritTOC.html,2006-06-08 00:00:00,INDEX ONLY - content not screened for IND information
21671,021456,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/021456_aciphex.html,2003-04-25 00:00:00,INDEX ONLY - content not screened for IND information
21672,021457,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021457s000TOC.html,2007-04-30 00:00:00,INDEX ONLY - content not screened for IND information
21673,021463,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2010/021463_fortesta_toc.html,2011-09-16 00:00:00,INDEX ONLY - content not screened for IND information
21674,021468,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/21-468_Fosrenol.html,2005-01-28 00:00:00,INDEX ONLY - content not screened for IND information
21675,021468,SUPPL,4,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021468_s004_fosrenol.pdf,2011-01-04 00:00:00,INDEX ONLY - content not screened for IND information
21676,021470,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-470_Finacea.html,2004-03-24 00:00:00,INDEX ONLY - content not screened for IND information
21677,021471,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021471s000TOC.html,2008-07-09 00:00:00,INDEX ONLY - content not screened for IND information
21678,021473,SUPPL,5,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021473_S005_CIPRO.pdf,2007-07-09 00:00:00,INDEX ONLY - content not screened for IND information
21679,021473,SUPPL,6,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021473_S006_CIPRO.pdf,2007-07-09 00:00:00,INDEX ONLY - content not screened for IND information
21680,021473,SUPPL,7,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021473_S007_CIPRO.pdf,2007-07-09 00:00:00,INDEX ONLY - content not screened for IND information
21681,021473,SUPPL,9,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021473_S009_CIPRO.pdf,2007-07-09 00:00:00,INDEX ONLY - content not screened for IND information
21682,021475,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/021475s000_MethylinTOC.html,2006-07-25 00:00:00,INDEX ONLY - content not screened for IND information
21683,021478,SUPPL,3,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021478_S003_Zovirax_APPROVAL_PACKAGE.pdf,2006-10-25 00:00:00,INDEX ONLY - content not screened for IND information
21684,021479,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021479_zelapar_toc.html,2009-01-15 00:00:00,INDEX ONLY - content not screened for IND information
21685,021484,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/021484_bravelle.html,2020-03-23 00:00:00,INDEX ONLY - content not screened for IND information
21686,021485,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/21-485_Stalevo.html,2004-03-24 00:00:00,INDEX ONLY - content not screened for IND information
21687,021486,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021486s000TOC.html,2007-06-04 00:00:00,INDEX ONLY - content not screened for IND information
21688,021488,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/021488_eligard.html,2003-05-08 00:00:00,INDEX ONLY - content not screened for IND information
21689,021489,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/021489s000_ProhanceTOC.html,2006-07-25 00:00:00,INDEX ONLY - content not screened for IND information
21690,021490,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/21-490_NorethinOvcon.html,2005-02-02 00:00:00,INDEX ONLY - content not screened for IND information
21691,021492,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-492_Eloxatin.html,2002-08-09 00:00:00,INDEX ONLY - content not screened for IND information
21692,021492,SUPPL,2,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021492_s002_EloxatinTOC.html,2006-03-24 00:00:00,INDEX ONLY - content not screened for IND information
21693,021494,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021494s000_AxidTOC.html,2006-09-27 00:00:00,INDEX ONLY - content not screened for IND information
21694,021496,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/21496_Duocaine.html,2003-11-06 00:00:00,INDEX ONLY - content not screened for IND information
21695,021498,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-498_Alinia.html,2003-04-25 00:00:00,INDEX ONLY - content not screened for IND information
21696,021498,SUPPL,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/21-497_21-498s001_Alinia.html,2004-10-08 00:00:00,INDEX ONLY - content not screened for IND information
21697,021498,SUPPL,3,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021818s000_021498s003TOC.html,2007-10-02 00:00:00,INDEX ONLY - content not screened for IND information
21698,021501,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021501_capital_soleil_toc.html,2009-05-27 00:00:00,INDEX ONLY - content not screened for IND information
21699,021502,SUPPL,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021502s001lbl.pdf,2006-12-26 00:00:00,INDEX ONLY - content not screened for IND information
21700,021503,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/021503s000_ViraceptTOC.html,2005-12-16 00:00:00,INDEX ONLY - content not screened for IND information
21701,021503,SUPPL,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021503_S001_VIRACEPT.pdf,2007-08-06 00:00:00,INDEX ONLY - content not screened for IND information
21702,021503,SUPPL,6,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021503_S006_VIRACEPT.pdf,2007-08-06 00:00:00,INDEX ONLY - content not screened for IND information
21703,021504,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021504s000_LidositeTOC.html,2006-10-23 00:00:00,INDEX ONLY - content not screened for IND information
21704,021505,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/0221505_s000_Keppra.html,2004-11-01 00:00:00,INDEX ONLY - content not screened for IND information
21705,021506,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/21-506_Mycamine.html,2005-08-24 00:00:00,INDEX ONLY - content not screened for IND information
21706,021511,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-511_Copegus.html,2004-08-10 00:00:00,INDEX ONLY - content not screened for IND information
21707,021513,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/21-513_Enablex.html,2005-02-08 00:00:00,INDEX ONLY - content not screened for IND information
21708,021514,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021514_daytrana_toc.html,2008-11-14 00:00:00,INDEX ONLY - content not screened for IND information
21709,021515,SUPPL,7,0,"http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/018644s027s028,020358s031s032,021515s006s007_WellbutrinTOC.html",2007-06-29 00:00:00,INDEX ONLY - content not screened for IND information
21710,021516,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021516s000_IstalolTOC.html,2006-01-31 00:00:00,INDEX ONLY - content not screened for IND information
21711,021519,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021519_luvox_toc.html,2008-11-10 00:00:00,INDEX ONLY - content not screened for IND information
21712,021520,SUPPL,12,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2009/021520Orig1s012.pdf,2013-05-10 00:00:00,INDEX ONLY - content not screened for IND information
21713,021524,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021524s000TOC.html,2007-07-18 00:00:00,INDEX ONLY - content not screened for IND information
21714,021525,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/020415s012_021525_PhotofrinTOC.html,2006-07-25 00:00:00,INDEX ONLY - content not screened for IND information
21715,021526,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021526_s000_Ranexa.html,2006-04-06 00:00:00,INDEX ONLY - content not screened for IND information
21716,021526,SUPPL,4,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/021526Orig1s004TOC.html,2015-01-16 00:00:00,INDEX ONLY - content not screened for IND information
21717,021526,SUPPL,7,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2009/021526Orig1s007.pdf,2014-08-05 00:00:00,INDEX ONLY - content not screened for IND information
21718,021527,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021527s000TOC.html,2007-01-23 00:00:00,INDEX ONLY - content not screened for IND information
21719,021530,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021530s000_MobicTOC.html,2006-03-21 00:00:00,INDEX ONLY - content not screened for IND information
21720,021532,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/021532_benicar_toc.html,2003-09-10 00:00:00,INDEX ONLY - content not screened for IND information
21721,021535,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/21-535_Clobex.html,2004-06-14 00:00:00,INDEX ONLY - content not screened for IND information
21724,021536,SUPPL,33,"This Former NDA Was Deemed To Be a BLA on March 23, 2020.",http://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/021536Orig1s033.pdf,2020-03-23 00:00:00,INDEX ONLY - content not screened for IND information
21725,021537,SUPPL,8,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/021537Orig1s008.pdf,2015-08-25 00:00:00,INDEX ONLY - content not screened for IND information
21726,021540,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021540S000_Caduet.html,2004-08-05 00:00:00,INDEX ONLY - content not screened for IND information
21727,021544,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/21-544_Seasonale.html,2004-03-24 00:00:00,INDEX ONLY - content not screened for IND information
21728,021545,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021545s000TOC.html,2007-02-20 00:00:00,INDEX ONLY - content not screened for IND information
21729,021548,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/21-548_Lexiva.html,2004-10-26 00:00:00,INDEX ONLY - content not screened for IND information
21730,021549,SUPPL,2,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021549_S002_EMEND.pdf,2007-11-19 00:00:00,INDEX ONLY - content not screened for IND information
21731,021549,SUPPL,8,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021549Orig1S008.pdf,2012-03-02 00:00:00,INDEX ONLY - content not screened for IND information
21732,021554,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/021554s000_CirpoXRTOC.html,2005-12-01 00:00:00,INDEX ONLY - content not screened for IND information
21734,021560,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2010/021560s000_zortress_toc.html,2010-06-16 00:00:00,INDEX ONLY - content not screened for IND information
21735,021563,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021563s000_ClarinexTOC.html,2006-07-10 00:00:00,INDEX ONLY - content not screened for IND information
21736,021567,SUPPL,19,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2009/021567Orig1s019.pdf,2014-08-05 00:00:00,INDEX ONLY - content not screened for IND information
21737,021567,SUPPL,35,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2014/206352Orig1s000_021567Orig1s035TOC.html,2015-04-07 00:00:00,INDEX ONLY - content not screened for IND information
21738,021569,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021569s000TOC.html,2007-09-11 00:00:00,INDEX ONLY - content not screened for IND information
21739,021571,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/NDA21-271_Iquix.html,2004-10-26 00:00:00,INDEX ONLY - content not screened for IND information
21740,021572,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/21-572_Cubicin.html,2003-12-15 00:00:00,INDEX ONLY - content not screened for IND information
21741,021575,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/21-575_Fosamax.html,2005-04-08 00:00:00,INDEX ONLY - content not screened for IND information
21742,021575,SUPPL,3,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/020560_S042 & 021575_S003_FOSAMAX_TABS_ORAL_SOLUTION_AP.pdf,2007-07-06 00:00:00,INDEX ONLY - content not screened for IND information
21744,021585,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021585s000_MucinexTOC.html,2005-12-01 00:00:00,INDEX ONLY - content not screened for IND information
21745,021586,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021586s000TOC.html,2008-08-22 00:00:00,INDEX ONLY - content not screened for IND information
21746,021587,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/21-587_Advil.html,2005-04-27 00:00:00,INDEX ONLY - content not screened for IND information
21747,021588,SUPPL,5,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021588_s005_GLEVAC.pdf,2015-05-26 00:00:00,INDEX ONLY - content not screened for IND information
21748,021588,SUPPL,11,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021588_s011_gleevec.pdf,2006-10-19 00:00:00,INDEX ONLY - content not screened for IND information
21749,021588,SUPPL,17,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021588_s017_gleevec.pdf,2006-10-19 00:00:00,INDEX ONLY - content not screened for IND information
21750,021589,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/021589s000_KemstroTOC.html,2006-07-25 00:00:00,INDEX ONLY - content not screened for IND information
21751,021590,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021590s000_FazacloTOC.html,2005-10-06 00:00:00,INDEX ONLY - content not screened for IND information
21752,021592,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021592_foradil_certihaler_toc.html,2008-11-25 00:00:00,INDEX ONLY - content not screened for IND information
21753,021594,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/21-594_Amiodarone.html,2004-05-06 00:00:00,INDEX ONLY - content not screened for IND information
21754,021602,SUPPL,10,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021602_s010_velcade.pdf,2011-01-07 00:00:00,INDEX ONLY - content not screened for IND information
21755,021602,SUPPL,15,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/021602Orig1s015.pdf,2011-10-10 00:00:00,INDEX ONLY - content not screened for IND information
21756,021604,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021604s000_Childrens_ElixSureTOC.html,2006-10-13 00:00:00,INDEX ONLY - content not screened for IND information
21757,021606,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021606s000TOC.html,2007-01-26 00:00:00,INDEX ONLY - content not screened for IND information
21758,021621,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/21-621_Zyrtec.html,2004-12-07 00:00:00,INDEX ONLY - content not screened for IND information
21759,021621,SUPPL,5,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/019835s022_021621s005TOC.html,2008-05-21 00:00:00,INDEX ONLY - content not screened for IND information
21760,021624,SUPPL,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021624Orig1s001.pdf,2013-06-03 00:00:00,INDEX ONLY - content not screened for IND information
21761,021625,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/21625s000_MVI_AdultTOC.html,2006-10-25 00:00:00,INDEX ONLY - content not screened for IND information
21762,021626,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/21-626_Radiogardase.html,2003-12-31 00:00:00,INDEX ONLY - content not screened for IND information
21763,021632,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021632_021948_EraxisTOC.html,2006-04-14 00:00:00,INDEX ONLY - content not screened for IND information
21765,021641,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021641s000_AzilectTOC.html,2006-07-24 00:00:00,INDEX ONLY - content not screened for IND information
21767,021648,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021648s000TOC.html,2007-06-04 00:00:00,INDEX ONLY - content not screened for IND information
21768,021654,SUPPL,16,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021853_021654s016_omacor_toc.html,2009-11-19 00:00:00,INDEX ONLY - content not screened for IND information
21769,021660,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/21660_AbraxaneTOC.html,2005-06-16 00:00:00,INDEX ONLY - content not screened for IND information
21770,021660,SUPPL,22,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2009/021660Orig1s022.pdf,2012-03-27 00:00:00,INDEX ONLY - content not screened for IND information
21771,021663,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/21-663_MenopurTOC.html,2020-03-23 00:00:00,INDEX ONLY - content not screened for IND information
21772,021669,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/21669s000TOC.html,2007-01-22 00:00:00,INDEX ONLY - content not screened for IND information
21773,021669,SUPPL,6,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021669_s006_chlorhexidine gluconate.pdf,2011-01-07 00:00:00,INDEX ONLY - content not screened for IND information
21774,021670,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/21-670_VisionBlue.html,2005-03-08 00:00:00,INDEX ONLY - content not screened for IND information
21775,021673,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/21-673_Clolar.html,2005-04-05 00:00:00,INDEX ONLY - content not screened for IND information
21776,021674,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021674_s000_MenostarTOC.html,2006-01-03 00:00:00,INDEX ONLY - content not screened for IND information
21777,021681,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/21-618_21-681_21-682_Tindamax.html,2005-02-02 00:00:00,INDEX ONLY - content not screened for IND information
21778,021687,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/21-687_Vytorin.html,2004-11-22 00:00:00,INDEX ONLY - content not screened for IND information
21779,021688,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/21-688_Sensipar.html,2004-05-10 00:00:00,INDEX ONLY - content not screened for IND information
21780,021693,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021693s000TOC.html,2007-08-22 00:00:00,INDEX ONLY - content not screened for IND information
21781,021695,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021695s000_AntaraTOC.html,2006-06-08 00:00:00,INDEX ONLY - content not screened for IND information
21782,021698,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021698s000TOC.html,2007-06-04 00:00:00,INDEX ONLY - content not screened for IND information
21783,021710,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021710s000_EquetroTOC.html,2006-07-05 00:00:00,INDEX ONLY - content not screened for IND information
21784,021711,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/021711s000TOC.html,2009-03-31 00:00:00,INDEX ONLY - content not screened for IND information
21785,021712,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021712s000_TOC.html,2007-03-30 00:00:00,INDEX ONLY - content not screened for IND information
21786,021713,SUPPL,14,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/021713Orig1s014_s015_s017.pdf,2012-01-27 00:00:00,INDEX ONLY - content not screened for IND information
21787,021713,SUPPL,17,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/021713Orig1s014_s015_s017.pdf,2012-01-27 00:00:00,INDEX ONLY - content not screened for IND information
21788,021720,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021720_s000_AriceptTOC.html,2006-06-08 00:00:00,INDEX ONLY - content not screened for IND information
21789,021721,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021721s000TOC.html,2007-04-20 00:00:00,INDEX ONLY - content not screened for IND information
21790,021721,SUPPL,28,0,"http://www.accessdata.fda.gov/drugsatfda_docs/nda/2012/020634Orig1s061, 020635Orig1s067, 021721Orig1s028TOC.html",2015-03-10 00:00:00,INDEX ONLY - content not screened for IND information
21791,021721,SUPPL,29,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/021721Orig1s029s031.pdf,2012-06-22 00:00:00,INDEX ONLY - content not screened for IND information
21792,021723,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021723s000_LyricaCapsTOC.html,2005-12-02 00:00:00,INDEX ONLY - content not screened for IND information
21793,021724,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021724s000TOC.html,2008-01-23 00:00:00,INDEX ONLY - content not screened for IND information
21794,021729,SUPPL,7,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/021729Orig1s006_s007_s009.pdf,2012-01-27 00:00:00,INDEX ONLY - content not screened for IND information
21795,021730,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021730s000TOC.html,2006-12-13 00:00:00,INDEX ONLY - content not screened for IND information
21796,021731,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021731s000_EligardTOC.html,2006-09-27 00:00:00,INDEX ONLY - content not screened for IND information
21797,021732,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021732s000_VantasTOC.html,2006-07-05 00:00:00,INDEX ONLY - content not screened for IND information
21798,021733,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021733s000_CymbaltaTOC.html,2005-12-06 00:00:00,INDEX ONLY - content not screened for IND information
21799,021735,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021735s000_TerconazoleTOC.html,2006-07-27 00:00:00,INDEX ONLY - content not screened for IND information
21800,021745,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/021745_ryzolt_toc.html,2009-07-06 00:00:00,INDEX ONLY - content not screened for IND information
21801,021746,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2012/021746Orig1s000TOC.html,2012-04-03 00:00:00,INDEX ONLY - content not screened for IND information
21802,021748,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021748s000_GlumetzaTOC.html,2006-09-07 00:00:00,INDEX ONLY - content not screened for IND information
21803,021751,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/21-751_21-749_Pentetate.html,2004-10-20 00:00:00,INDEX ONLY - content not screened for IND information
21804,021752,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021752s000_TruvadaTOC.html,2006-01-31 00:00:00,INDEX ONLY - content not screened for IND information
21805,021752,SUPPL,30,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2012/021752_truvada_toc.html,2012-08-02 00:00:00,INDEX ONLY - content not screened for IND information
21806,021756,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/21-756_Macugen.html,2005-03-28 00:00:00,INDEX ONLY - content not screened for IND information
21807,021762,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021762s000_FosamaxTOC.html,2006-06-08 00:00:00,INDEX ONLY - content not screened for IND information
21808,021763,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021763s000TOC.html,2007-09-10 00:00:00,INDEX ONLY - content not screened for IND information
21809,021765,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021765s000TOC.html,2020-03-23 00:00:00,INDEX ONLY - content not screened for IND information
21810,021768,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021768s000_FludeoxyglucoseTOC.html,2006-07-28 00:00:00,INDEX ONLY - content not screened for IND information
21811,021774,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021774s000_AmbienTOC.html,2006-06-07 00:00:00,INDEX ONLY - content not screened for IND information
21812,021774,SUPPL,13,0,"http://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/019908Orig1s032,s034,021774Orig1s013,s015review.pdf",2013-09-30 00:00:00,INDEX ONLY - content not screened for IND information
21813,021774,SUPPL,15,0,"http://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/019908Orig1s032,s034,021774Orig1s013,s015review.pdf",2013-09-30 00:00:00,INDEX ONLY - content not screened for IND information
21814,021775,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/021775_ENTEREGTOC.html,2008-07-18 00:00:00,INDEX ONLY - content not screened for IND information
21815,021777,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021777s000TOC.html,2008-05-06 00:00:00,INDEX ONLY - content not screened for IND information
21816,021778,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021778s000TOC.html,2007-07-02 00:00:00,INDEX ONLY - content not screened for IND information
21817,021779,SUPPL,9,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2009/021779Orig1s009.pdf,2011-10-10 00:00:00,INDEX ONLY - content not screened for IND information
21818,021785,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021785s000_InviraseTOC.html,2006-09-27 00:00:00,INDEX ONLY - content not screened for IND information
21819,021793,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021793s000TOC.html,2007-07-18 00:00:00,INDEX ONLY - content not screened for IND information
21820,021794,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021794s000TOC.html,2007-09-13 00:00:00,INDEX ONLY - content not screened for IND information
21821,021797,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/21797_21798_BaracludeTOC.html,2005-07-12 00:00:00,INDEX ONLY - content not screened for IND information
21822,021802,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021802s000TOC.html,2007-07-02 00:00:00,INDEX ONLY - content not screened for IND information
21823,021806,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021806s000TOC.html,2007-06-29 00:00:00,INDEX ONLY - content not screened for IND information
21824,021807,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021807s000TOC.html,2007-09-10 00:00:00,INDEX ONLY - content not screened for IND information
21825,021812,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021812s000TOC.html,2008-05-06 00:00:00,INDEX ONLY - content not screened for IND information
