ApplicationDocsID,ApplNo,SubmissionType,SubmissionNo,ApplicationDocsTitle,ApplicationDocsURL,ApplicationDocsDate,VerificationStatus
42193,021497,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/21-497_21-498s001_Alinia.html,2004-10-08 00:00:00,INDEX ONLY - content not screened for IND information
42194,021500,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/021500_emtriva_toc.html,2003-09-09 00:00:00,INDEX ONLY - content not screened for IND information
42195,021502,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021502s000_AntheliosTOC.html,2006-09-15 00:00:00,INDEX ONLY - content not screened for IND information
42196,021507,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/21507_PrevacidTOC.html,2005-06-23 00:00:00,INDEX ONLY - content not screened for IND information
42197,021512,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021512s000TOC.html,2007-06-04 00:00:00,INDEX ONLY - content not screened for IND information
42198,021515,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/021515_Wellbutrin.html,2005-04-27 00:00:00,INDEX ONLY - content not screened for IND information
42199,021518,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/21-518_VesiCare.html,2005-02-08 00:00:00,INDEX ONLY - content not screened for IND information
42200,021520,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/21520_SymbyaxTOC.html,2005-06-16 00:00:00,INDEX ONLY - content not screened for IND information
42201,021528,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/21528_Acular.html,2003-11-06 00:00:00,INDEX ONLY - content not screened for IND information
42202,021529,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021529_implanon_toc.html,2009-11-19 00:00:00,INDEX ONLY - content not screened for IND information
42203,021537,ORIG,1,0,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2026/21537Orig1s000.pdf,2026-02-24 00:00:00,INDEX ONLY - content not screened for IND information
42205,021539,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/21-539_Acetadote.html,2004-10-18 00:00:00,INDEX ONLY - content not screened for IND information
42206,021543,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/21-543_Striant.html,2004-10-26 00:00:00,INDEX ONLY - content not screened for IND information
42207,021546,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/21-546_Rebetol.html,2005-04-08 00:00:00,INDEX ONLY - content not screened for IND information
42208,021549,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/21-549_Emend.html,2003-07-06 00:00:00,INDEX ONLY - content not screened for IND information
42209,021551,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021551s000_HalfLytelyTOC.html,2005-12-01 00:00:00,INDEX ONLY - content not screened for IND information
42210,021555,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-555_Chloraprep.html,2005-01-11 00:00:00,INDEX ONLY - content not screened for IND information
42211,021565,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/21-565_Elestat.html,2003-12-31 00:00:00,INDEX ONLY - content not screened for IND information
42212,021566,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021566s000_PrevacidTOC.html,2006-03-21 00:00:00,INDEX ONLY - content not screened for IND information
42213,021567,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/021567_reyataz_toc.html,2003-09-09 00:00:00,INDEX ONLY - content not screened for IND information
42214,021567,SUPPL,25,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/021567Orig1s025.pdf,2015-07-20 00:00:00,INDEX ONLY - content not screened for IND information
42215,021574,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021574s000_ForametTOC.html,2006-02-08 00:00:00,INDEX ONLY - content not screened for IND information
42216,021575,SUPPL,4,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021575_s004_FOSAMAX TABS.pdf,2008-07-31 00:00:00,INDEX ONLY - content not screened for IND information
42217,021575,SUPPL,7,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/020560s038_021575s007lbl.pdf,2006-01-05 00:00:00,INDEX ONLY - content not screened for IND information
42218,021583,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021583s000TOC.html,2007-05-09 00:00:00,INDEX ONLY - content not screened for IND information
42219,021588,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/021588s000_GleevecTOC.html,2006-06-07 00:00:00,INDEX ONLY - content not screened for IND information
42220,021588,SUPPL,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/21-335s003_21-588s001_Gleevec.html,2004-08-09 00:00:00,INDEX ONLY - content not screened for IND information
42221,021588,SUPPL,2,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/21-588s002_Gleevec.html,2005-04-08 00:00:00,INDEX ONLY - content not screened for IND information
42222,021588,SUPPL,12,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021588_s012_gleevic.pdf,2006-10-19 00:00:00,INDEX ONLY - content not screened for IND information
42223,021588,SUPPL,13,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021588_s013_gleevic.pdf,2006-10-19 00:00:00,INDEX ONLY - content not screened for IND information
42224,021588,SUPPL,14,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021588_s014_gleevec.pdf,2006-10-19 00:00:00,INDEX ONLY - content not screened for IND information
42225,021591,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/21-591_Riomet.html,2005-01-11 00:00:00,INDEX ONLY - content not screened for IND information
42226,021595,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/21-595_Sanctura.html,2004-07-08 00:00:00,INDEX ONLY - content not screened for IND information
42228,021598,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/21-598_Vigamox.html,2005-04-08 00:00:00,INDEX ONLY - content not screened for IND information
42229,021602,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/21602_Velcade.html,2003-09-25 00:00:00,INDEX ONLY - content not screened for IND information
42230,021605,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021605s000TOC.html,2007-05-09 00:00:00,INDEX ONLY - content not screened for IND information
42231,021609,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021609s000_EnjuviaTOC.html,2006-06-08 00:00:00,INDEX ONLY - content not screened for IND information
42232,021611,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021610s000_021611s000TOC.html,2008-10-03 00:00:00,INDEX ONLY - content not screened for IND information
42233,021612,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021612_lipofen_toc.html,2008-11-17 00:00:00,INDEX ONLY - content not screened for IND information
42234,021615,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021615s000_RazadyneTOC.html,2005-12-05 00:00:00,INDEX ONLY - content not screened for IND information
42235,021618,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/21-618_21-681_21-682_Tindamax.html,2004-08-30 00:00:00,INDEX ONLY - content not screened for IND information
42236,021620,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021620s000_MucinexTOC.html,2005-10-06 00:00:00,INDEX ONLY - content not screened for IND information
42237,021623,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021623TOC.html,2008-03-14 00:00:00,INDEX ONLY - content not screened for IND information
42238,021627,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021627s000_NamendaTOC.html,2006-10-18 00:00:00,INDEX ONLY - content not screened for IND information
42239,021629,ORIG,1,"This Former NDA Was Deemed To Be a BLA on March 23, 2020.",http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/21-629_Apidra.html,2020-03-23 00:00:00,INDEX ONLY - content not screened for IND information
42241,021630,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/021630s000_VfendTOC.html,2006-07-25 00:00:00,INDEX ONLY - content not screened for IND information
42242,021630,SUPPL,1,0,"http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021266s005s006,021267s005s006,021630s001_VfendTOC.html",2007-01-10 00:00:00,INDEX ONLY - content not screened for IND information
42243,021630,SUPPL,3,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021630Orig1s003.pdf,2012-11-09 00:00:00,INDEX ONLY - content not screened for IND information
42244,021633,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021633s000_FemtraceTOC.html,2005-12-01 00:00:00,INDEX ONLY - content not screened for IND information
42245,021636,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021636s000_ZegeridTOC.html,2005-12-06 00:00:00,INDEX ONLY - content not screened for IND information
42246,021641,SUPPL,8,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2009/021641S008TOC.html,2010-01-22 00:00:00,INDEX ONLY - content not screened for IND information
42247,021642,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021642s000_NascobalTOC.html,2006-06-16 00:00:00,INDEX ONLY - content not screened for IND information
42248,021643,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021643s000_MVI_AdultTOC.html,2006-09-07 00:00:00,INDEX ONLY - content not screened for IND information
42249,021644,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/21-644_Clobex.html,2004-12-07 00:00:00,INDEX ONLY - content not screened for IND information
42250,021647,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021647_000_VioxxTOC.html,2005-12-16 00:00:00,INDEX ONLY - content not screened for IND information
42251,021648,SUPPL,4,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/021648Orig1REVs004.pdf,2011-11-02 00:00:00,INDEX ONLY - content not screened for IND information
42252,021652,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021652s000_EpzicomTOC.html,2006-10-25 00:00:00,INDEX ONLY - content not screened for IND information
42253,021654,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/21-654_Omacor.html,2005-01-11 00:00:00,INDEX ONLY - content not screened for IND information
42254,021654,SUPPL,18,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/021654Orig1s018.pdf,2011-12-14 00:00:00,INDEX ONLY - content not screened for IND information
42255,021656,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021656s000_TricorTOC.html,2006-04-21 00:00:00,INDEX ONLY - content not screened for IND information
42256,021658,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/021658s000TOC.html,2009-07-20 00:00:00,INDEX ONLY - content not screened for IND information
42257,021660,SUPPL,10,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021660Orig1s010.pdf,2012-09-17 00:00:00,INDEX ONLY - content not screened for IND information
42258,021660,SUPPL,13,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/021660Orig1s013.pdf,2012-03-27 00:00:00,INDEX ONLY - content not screened for IND information
42259,021660,SUPPL,31,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2012/021660Orig1s031.pdf,2015-03-09 00:00:00,INDEX ONLY - content not screened for IND information
42260,021664,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021664s000TOC.html,2007-06-29 00:00:00,INDEX ONLY - content not screened for IND information
42261,021664,SUPPL,13,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2010/021664Orig1s013.pdf,2013-08-09 00:00:00,INDEX ONLY - content not screened for IND information
42262,021665,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/21-665_Amphadase.html,2020-03-23 00:00:00,INDEX ONLY - content not screened for IND information
42263,021667,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/21-667_NutreStroe.html,2004-07-08 00:00:00,INDEX ONLY - content not screened for IND information
42264,021671,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021671_s000_DepoDurTOC.html,2006-01-31 00:00:00,INDEX ONLY - content not screened for IND information
42265,021676,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021676s000TOC.html,2007-08-06 00:00:00,INDEX ONLY - content not screened for IND information
42266,021676,SUPPL,12,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2012/021676Orig1s012.pdf,2016-02-03 00:00:00,INDEX ONLY - content not screened for IND information
42267,021677,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021677s000_AlimtaTOC.html,2006-06-08 00:00:00,INDEX ONLY - content not screened for IND information
42268,021682,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/21-618_21-681_21-682_Tindamax.html,2005-02-02 00:00:00,INDEX ONLY - content not screened for IND information
42269,021684,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021684s000_GonalTOC.html,2020-03-23 00:00:00,INDEX ONLY - content not screened for IND information
42270,021687,SUPPL,41,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/021687Orig1s041.pdf,2012-06-06 00:00:00,INDEX ONLY - content not screened for IND information
42271,021689,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021689s000TOC.html,2007-08-06 00:00:00,INDEX ONLY - content not screened for IND information
42272,021690,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021690s000TOC.html,2007-08-22 00:00:00,INDEX ONLY - content not screened for IND information
42273,021692,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021692s000_RalivaTOC.html,2006-07-25 00:00:00,INDEX ONLY - content not screened for IND information
42274,021697,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021697s000_VaprisolTOC.html,2006-03-24 00:00:00,INDEX ONLY - content not screened for IND information
42275,021700,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021700s000TOC.html,2007-07-02 00:00:00,INDEX ONLY - content not screened for IND information
42276,021703,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021703s000TOC.html,2008-04-22 00:00:00,INDEX ONLY - content not screened for IND information
42277,021704,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021704s000_AllegraTOC.html,2005-09-13 00:00:00,INDEX ONLY - content not screened for IND information
42278,021706,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021706s000_ZegeridTOC.html,2005-10-06 00:00:00,INDEX ONLY - content not screened for IND information
42279,021708,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021336s000_021708s000TOC.html,2007-09-10 00:00:00,INDEX ONLY - content not screened for IND information
42280,021713,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021713s000_AbilifyTOC2.html,2006-09-27 00:00:00,INDEX ONLY - content not screened for IND information
42281,021713,SUPPL,15,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/021713Orig1s014_s015_s017.pdf,2012-01-27 00:00:00,INDEX ONLY - content not screened for IND information
42283,021717,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021717_tradename_toc.html,2008-10-15 00:00:00,INDEX ONLY - content not screened for IND information
42284,021721,SUPPL,31,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/021721Orig1s029s031.pdf,2012-06-22 00:00:00,INDEX ONLY - content not screened for IND information
42285,021726,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021726s000_NiravamTOC.html,2006-07-25 00:00:00,INDEX ONLY - content not screened for IND information
42286,021727,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021727s000_OraDiscTOC.html,2006-03-21 00:00:00,INDEX ONLY - content not screened for IND information
42287,021729,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021729s000TOC.html,2007-08-31 00:00:00,INDEX ONLY - content not screened for IND information
42288,021729,SUPPL,6,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/021729Orig1s006_s007_s009.pdf,2012-01-27 00:00:00,INDEX ONLY - content not screened for IND information
42289,021729,SUPPL,9,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/021729Orig1s006_s007_s009.pdf,2012-01-27 00:00:00,INDEX ONLY - content not screened for IND information
42290,021734,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021734s000TOC.html,2007-08-31 00:00:00,INDEX ONLY - content not screened for IND information
42291,021737,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021737s000TOC.html,2007-01-22 00:00:00,INDEX ONLY - content not screened for IND information
42292,021738,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021738_extina_toc.html,2009-01-22 00:00:00,INDEX ONLY - content not screened for IND information
42293,021742,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021742s000TOC.html,2008-05-02 00:00:00,INDEX ONLY - content not screened for IND information
42294,021743,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/21-743_Tarceva.html,2005-03-28 00:00:00,INDEX ONLY - content not screened for IND information
42295,021744,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021744s000TOC.html,2007-09-11 00:00:00,INDEX ONLY - content not screened for IND information
42296,021747,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/021747_combivent_toc.html,2012-08-16 00:00:00,INDEX ONLY - content not screened for IND information
42297,021749,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/21-749_21-751_Pentetate.html,2004-10-20 00:00:00,INDEX ONLY - content not screened for IND information
42298,021752,SUPPL,2,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021752_S002_TRUVADA.pdf,2008-07-30 00:00:00,INDEX ONLY - content not screened for IND information
42299,021753,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021753TOC.html,2008-03-14 00:00:00,INDEX ONLY - content not screened for IND information
42300,021754,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021754s000_mycamine_TOC.html,2007-12-06 00:00:00,INDEX ONLY - content not screened for IND information
42301,021758,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021758s000TOC.html,2007-07-18 00:00:00,INDEX ONLY - content not screened for IND information
42302,021759,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021759s000TOC.html,2007-07-02 00:00:00,INDEX ONLY - content not screened for IND information
42303,021764,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021764s000TOC.html,2008-02-22 00:00:00,INDEX ONLY - content not screened for IND information
42304,021770,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021770s000TOC.html,2007-06-04 00:00:00,INDEX ONLY - content not screened for IND information
42305,021773,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021773_ByettaTOC.html,2005-08-04 00:00:00,INDEX ONLY - content not screened for IND information
42306,021779,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/21-779_Ventavis.html,2005-03-28 00:00:00,INDEX ONLY - content not screened for IND information
42307,021780,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021780_nitromist_toc.html,2008-10-28 00:00:00,INDEX ONLY - content not screened for IND information
42308,021782,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021782s000_RozeremTOC.html,2005-10-20 00:00:00,INDEX ONLY - content not screened for IND information
42309,021785,SUPPL,2,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021785_S002_FORTOVASE.pdf,2007-07-27 00:00:00,INDEX ONLY - content not screened for IND information
42310,021788,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/021788_synthetic_conjugated_estrogens_toc.html,2009-04-22 00:00:00,INDEX ONLY - content not screened for IND information
42311,021789,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021789s000_MetrogelTOC.html,2006-09-26 00:00:00,INDEX ONLY - content not screened for IND information
42312,021789,SUPPL,4,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/021789Orig1s004.pdf,2012-10-12 00:00:00,INDEX ONLY - content not screened for IND information
42313,021790,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021790s000_DacogenTOC.html,2006-06-16 00:00:00,INDEX ONLY - content not screened for IND information
42314,021793,SUPPL,4,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2009/021793_s004a_reglan tablets.pdf,2011-02-15 00:00:00,INDEX ONLY - content not screened for IND information
42315,021795,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/021795_desmopressin_acetate.html,2009-08-26 00:00:00,INDEX ONLY - content not screened for IND information
42316,021798,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/21797_21798_BaracludeTOC.html,2005-12-06 00:00:00,INDEX ONLY - content not screened for IND information
42317,021799,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021799s000TOC.html,2008-07-09 00:00:00,INDEX ONLY - content not screened for IND information
42318,021810,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/021810_novolog_mix_toc.html,2020-03-23 00:00:00,INDEX ONLY - content not screened for IND information
42319,021813,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021813_elestrin_toc.html,2009-06-09 00:00:00,INDEX ONLY - content not screened for IND information
42320,021822,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/021822_aptivus_toc.html,2010-04-21 00:00:00,INDEX ONLY - content not screened for IND information
42321,021839,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021839_IncrelexTOC.html,2020-03-23 00:00:00,INDEX ONLY - content not screened for IND information
42322,021840,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021840s000TOC.html,2008-07-09 00:00:00,INDEX ONLY - content not screened for IND information
42323,021842,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021842s000TOC.html,2007-01-22 00:00:00,INDEX ONLY - content not screened for IND information
42324,021844,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021844_desonate_toc.html,2008-09-05 00:00:00,INDEX ONLY - content not screened for IND information
42325,021852,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021852TOC.html,2008-03-24 00:00:00,INDEX ONLY - content not screened for IND information
42326,021853,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021853_021654s016_omacor_toc.html,2009-11-19 00:00:00,INDEX ONLY - content not screened for IND information
42327,021856,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2009/021856s000TOC.html,2009-04-07 00:00:00,INDEX ONLY - content not screened for IND information
42328,021859,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021859_s000_HylenexTOC.html,2020-03-23 00:00:00,INDEX ONLY - content not screened for IND information
42329,021860,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021860_sarafem_toc.html,2008-09-05 00:00:00,INDEX ONLY - content not screened for IND information
42330,021861,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/021861s000TOC.html,2010-03-19 00:00:00,INDEX ONLY - content not screened for IND information
42331,021862,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021862s000_NevanacTOC.html,2005-10-06 00:00:00,INDEX ONLY - content not screened for IND information
42332,021866,SUPPL,6,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/021866Orig1s006_s007_s009.pdf,2012-01-27 00:00:00,INDEX ONLY - content not screened for IND information
42333,021866,SUPPL,9,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/021866Orig1s006_s007_s009.pdf,2012-01-27 00:00:00,INDEX ONLY - content not screened for IND information
42334,021871,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021871TOC.html,2008-03-24 00:00:00,INDEX ONLY - content not screened for IND information
42335,021877,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021877_s000_ArranonTOC.html,2006-01-06 00:00:00,INDEX ONLY - content not screened for IND information
42336,021878,ORIG,1,2020.,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021878s000_LevemirTOC.html,2020-03-23 00:00:00,INDEX ONLY - content not screened for IND information
42338,021885,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021885s000TOC.html,2007-07-02 00:00:00,INDEX ONLY - content not screened for IND information
42339,021887,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021887s000TOC.html,2007-04-10 00:00:00,INDEX ONLY - content not screened for IND information
42340,021891,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021891s000TOC.html,2008-07-09 00:00:00,INDEX ONLY - content not screened for IND information
42341,021892,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021892_osmoprep_toc.html,2008-09-05 00:00:00,INDEX ONLY - content not screened for IND information
42342,021902,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021902s000TOC.html,2007-01-08 00:00:00,INDEX ONLY - content not screened for IND information
42343,021906,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021906s000TOC.html,2007-07-18 00:00:00,INDEX ONLY - content not screened for IND information
42344,021908,SUPPL,5,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/021908s005TOC.html,2010-05-03 00:00:00,INDEX ONLY - content not screened for IND information
42345,021908,SUPPL,10,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2012/021908Orig1s010.pdf,2013-08-06 00:00:00,INDEX ONLY - content not screened for IND information
42346,021908,SUPPL,11,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/021908Orig1s011.pdf,2015-08-21 00:00:00,INDEX ONLY - content not screened for IND information
42347,021909,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021909_allegra_toc.html,2009-03-12 00:00:00,INDEX ONLY - content not screened for IND information
42348,021911,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/021911s000_TOC.html,2009-02-19 00:00:00,INDEX ONLY - content not screened for IND information
42349,021919,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2009/021919_byetta_toc.html,2010-08-20 00:00:00,INDEX ONLY - content not screened for IND information
42350,021920,ORIG,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021920s000TOC.html,2008-02-22 00:00:00,INDEX ONLY - content not screened for IND information
