ApplicationDocsID,ApplicationDocsTypeID,ApplNo,SubmissionType,SubmissionNo,ApplicationDocsTitle,ApplicationDocsURL,ApplicationDocsDate,UnparsedExtraFields,screening_status
18897,2,125387,SUPPL     ,48,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/125387s048lbl.pdf,2015-03-26 00:00:00,[],Unscreened Stage B index row
18898,2,125387,SUPPL     ,51,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/125387s051lbl.pdf,2016-05-25 00:00:00,[],Unscreened Stage B index row
18899,2,125388,SUPPL     ,5,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/125388s0005lbl.pdf,2012-01-13 00:00:00,[],Unscreened Stage B index row
18900,2,125388,SUPPL     ,56,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/125388_S056S078lbl.pdf,2014-11-25 00:00:00,[],Unscreened Stage B index row
18901,2,125388,SUPPL     ,78,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/125388_S056S078lbl.pdf,2014-11-25 00:00:00,[],Unscreened Stage B index row
18902,2,125388,SUPPL     ,80,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/125388s080lbl.pdf,2015-08-17 00:00:00,[],Unscreened Stage B index row
18903,2,125390,SUPPL     ,4,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/125390s004lbl.pdf,2014-07-02 00:00:00,[],Unscreened Stage B index row
18904,2,125390,SUPPL     ,6,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/125390s006lbl.pdf,2015-08-28 00:00:00,[],Unscreened Stage B index row
18905,2,125390,SUPPL     ,10,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/125390s010lbl.pdf,2015-10-06 00:00:00,[],Unscreened Stage B index row
18906,2,125399,ORIG      ,1,0,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/125388s000,125399s000lbl.pdf",2011-08-19 00:00:00,[],Unscreened Stage B index row
18907,2,125409,SUPPL     ,32,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/125409s032lbl.pdf,2013-04-16 00:00:00,[],Unscreened Stage B index row
18908,2,125409,SUPPL     ,51,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/125409s051lbl.pdf,2013-09-30 00:00:00,[],Unscreened Stage B index row
18909,2,125409,SUPPL     ,104,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/125409s104lbl.pdf,2015-03-19 00:00:00,[],Unscreened Stage B index row
18910,2,125409,SUPPL     ,105,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/125409s105lbl.pdf,2015-06-04 00:00:00,[],Unscreened Stage B index row
18911,2,125418,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/125418s000lbl.pdf,2012-08-03 00:00:00,[],Unscreened Stage B index row
18912,2,125418,SUPPL     ,37,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/125418s037lbl.pdf,2016-03-14 00:00:00,[],Unscreened Stage B index row
18913,2,125427,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/125427lbl.pdf,2013-02-22 00:00:00,[],Unscreened Stage B index row
18914,2,125427,SUPPL     ,14,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/125427Orig1s014Lbl.pdf,2013-08-30 00:00:00,[],Unscreened Stage B index row
18915,2,125433,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/125433s000lbledt.pdf,2013-07-22 00:00:00,[],Unscreened Stage B index row
18916,2,125433,SUPPL     ,5,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/125433s005lbl.pdf,2014-02-12 00:00:00,[],Unscreened Stage B index row
18917,2,125469,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2014/125469Orig1s000Lbl.pdf,2015-04-01 00:00:00,[],Unscreened Stage B index row
18918,2,125472,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/125472s000lbl.pdf,2013-10-25 00:00:00,[],Unscreened Stage B index row
18919,2,125477,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/125477lbl.pdf,2014-04-21 00:00:00,[],Unscreened Stage B index row
18920,2,125477,SUPPL     ,11,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/125477s011lbl.pdf,2015-04-24 00:00:00,[],Unscreened Stage B index row
18921,2,125486,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/125486s000lbl.pdf,2013-11-01 00:00:00,[],Unscreened Stage B index row
18922,2,125486,SUPPL     ,10,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/125486s010lbledt.pdf,2015-10-06 00:00:00,[],Unscreened Stage B index row
18923,2,125496,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/125496s000lbl.pdf,2014-04-23 00:00:00,[],Unscreened Stage B index row
18924,2,125499,SUPPL     ,9,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/125499s009lbl.pdf,2015-12-28 00:00:00,[],Unscreened Stage B index row
18925,2,125504,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/125504s000lbl.pdf,2015-01-22 00:00:00,[],Unscreened Stage B index row
18926,2,125504,SUPPL     ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/125504s001s002lbl.pdf,2016-01-26 00:00:00,[],Unscreened Stage B index row
18927,2,125504,SUPPL     ,2,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/125504s001s002lbl.pdf,2016-01-26 00:00:00,[],Unscreened Stage B index row
18928,2,125511,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/125511s000lbl.pdf,2015-01-29 00:00:00,[],Unscreened Stage B index row
18929,2,125514,SUPPL     ,3,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/125514s003lbl.pdf,2019-06-05 00:00:00,[],Unscreened Stage B index row
18930,2,125514,SUPPL     ,4,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/125514s004s006lbl.pdf,2015-12-18 00:00:00,[],Unscreened Stage B index row
18931,2,125514,SUPPL     ,5,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/125514s005lbl.pdf,2015-10-02 00:00:00,[],Unscreened Stage B index row
18932,2,125527,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/125527s000lbl.pdf,2015-03-04 00:00:00,[],Unscreened Stage B index row
18933,2,125544,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/125544s000lbl.pdf,2016-04-05 00:00:00,[],Unscreened Stage B index row
18934,2,125553,SUPPL     ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/125553s001lbl.pdf,2016-03-04 00:00:00,[],Unscreened Stage B index row
18936,2,125554,SUPPL     ,19,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/125554s019lbl.pdf,2016-05-17 00:00:00,[],Unscreened Stage B index row
18937,2,125559,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/125559Orig1s000lbledt.pdf,2015-07-24 00:00:00,[],Unscreened Stage B index row
18938,2,125561,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/125561s000lbl.pdf,2015-12-08 00:00:00,[],Unscreened Stage B index row
18939,2,200045,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/200045s000lbl.pdf,2010-12-26 00:00:00,[],Unscreened Stage B index row
18940,2,200045,SUPPL     ,4,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/200045s003s004lbl.pdf,2011-10-20 00:00:00,[],Unscreened Stage B index row
18941,2,200045,SUPPL     ,9,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/200045s009lbl.pdf,2011-11-04 00:00:00,[],Unscreened Stage B index row
18942,2,200045,SUPPL     ,10,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/200045s010lbl.pdf,2012-02-06 00:00:00,[],Unscreened Stage B index row
18943,2,200045,SUPPL     ,14,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/200045s014lbl.pdf,2013-11-04 00:00:00,[],Unscreened Stage B index row
18944,2,200045,SUPPL     ,16,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/200045s016lbl.pdf,2015-04-02 00:00:00,[],Unscreened Stage B index row
18945,2,200045,SUPPL     ,17,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/200045s017lbl.pdf,2015-12-28 00:00:00,[],Unscreened Stage B index row
18946,2,200153,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/200153s000lbl.pdf,2013-05-09 00:00:00,[],Unscreened Stage B index row
18947,2,200175,SUPPL     ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/200175s001lbl.pdf,2011-04-11 00:00:00,[],Unscreened Stage B index row
18948,2,200175,SUPPL     ,3,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/200175s003lbl.pdf,2011-06-29 00:00:00,[],Unscreened Stage B index row
18949,2,200175,SUPPL     ,8,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/200175s008lbl.pdf,2012-01-23 00:00:00,[],Unscreened Stage B index row
18950,2,200175,SUPPL     ,11,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/200175s011lbl.pdf,2012-10-02 00:00:00,[],Unscreened Stage B index row
18951,2,200175,SUPPL     ,19,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/200175s019lbl.pdf,2014-07-01 00:00:00,[],Unscreened Stage B index row
18952,2,200179,SUPPL     ,2,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/200179s002lbl.pdf,2014-05-02 00:00:00,[],Unscreened Stage B index row
18953,2,200271,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/200271lbl.pdf,2015-10-02 00:00:00,[],Unscreened Stage B index row
18954,2,200327,SUPPL     ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/200327s001lbl.pdf,2011-06-30 00:00:00,[],Unscreened Stage B index row
18955,2,200327,SUPPL     ,3,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/200327s003lbl.pdf,2011-03-14 00:00:00,[],Unscreened Stage B index row
18956,2,200327,SUPPL     ,8,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/200327s008lbl.pdf,2012-10-24 00:00:00,[],Unscreened Stage B index row
18957,2,200327,SUPPL     ,9,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/200327s009lbl.pdf,2013-06-04 00:00:00,[],Unscreened Stage B index row
18958,2,200327,SUPPL     ,11,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/200327s011lbl.pdf,2013-12-17 00:00:00,[],Unscreened Stage B index row
18959,2,200327,SUPPL     ,15,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/200327s015lbl.pdf,2015-09-04 00:00:00,[],Unscreened Stage B index row
18960,2,200327,SUPPL     ,17,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/200327s016s017lbl.pdf,2016-06-01 00:00:00,[],Unscreened Stage B index row
18961,2,200533,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/200533s000lbl.pdf,2011-08-26 00:00:00,[],Unscreened Stage B index row
18962,2,200533,SUPPL     ,2,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/200533s002lbl.pdf,2012-07-12 00:00:00,[],Unscreened Stage B index row
18963,2,200534,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/200534s000lbl.pdf,2010-10-21 00:00:00,[],Unscreened Stage B index row
18964,2,200535,SUPPL     ,8,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/200535s006s008lbl.pdf,2013-08-27 00:00:00,[],Unscreened Stage B index row
18965,2,200582,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/200582s000lbl.pdf,2011-02-04 00:00:00,[],Unscreened Stage B index row
18966,2,200582,SUPPL     ,2,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/200582s002lbl.pdf,2016-02-25 00:00:00,[],Unscreened Stage B index row
18967,2,200603,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/200603s000lbl.pdf,2010-10-29 00:00:00,[],Unscreened Stage B index row
18968,2,200603,SUPPL     ,5,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/200603s005s007lbl.pdf,2012-05-01 00:00:00,[],Unscreened Stage B index row
18969,2,200603,SUPPL     ,7,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/200603s005s007lbl.pdf,2012-05-01 00:00:00,[],Unscreened Stage B index row
18970,2,200603,SUPPL     ,10,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/200603lbls10s11.pdf,2013-07-09 00:00:00,[],Unscreened Stage B index row
18971,2,200603,SUPPL     ,16,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/200603Org1s016lbl.pdf,2013-09-24 00:00:00,[],Unscreened Stage B index row
18972,2,200656,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/200656s000lbl.pdf,2014-08-26 00:00:00,[],Unscreened Stage B index row
18973,2,200671,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/200671s000lbl.pdf,2015-09-14 00:00:00,[],Unscreened Stage B index row
18974,2,200671,SUPPL     ,2,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/200671s002lbl.pdf,2015-12-10 00:00:00,[],Unscreened Stage B index row
18975,2,200678,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/200678s000lbl.pdf,2010-11-12 00:00:00,[],Unscreened Stage B index row
18976,2,200678,SUPPL     ,10,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/200678s010lbl.pdf,2013-06-04 00:00:00,[],Unscreened Stage B index row
18977,2,200678,SUPPL     ,16,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/200678s016lbledt.pdf,2015-09-04 00:00:00,[],Unscreened Stage B index row
18978,2,200738,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/200738s000lbl.pdf,2011-04-18 00:00:00,[],Unscreened Stage B index row
18979,2,200740,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/200740s000lbl.pdf,2012-10-04 00:00:00,[],Unscreened Stage B index row
18980,2,200795,SUPPL     ,5,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/200795s005lbl.pdf,2014-05-12 00:00:00,[],Unscreened Stage B index row
18981,2,200796,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/200796s000lbl.pdf,2011-03-04 00:00:00,[],Unscreened Stage B index row
18982,2,200796,SUPPL     ,2,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/200796s002lbl.pdf,2011-12-14 00:00:00,[],Unscreened Stage B index row
18983,2,200796,SUPPL     ,3,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/200796s003lbl.pdf,2012-10-05 00:00:00,[],Unscreened Stage B index row
18984,2,200796,SUPPL     ,6,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/200796s006lbl.pdf,2014-07-24 00:00:00,[],Unscreened Stage B index row
18985,2,200890,SUPPL     ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/200890s001lbl.pdf,2010-07-12 00:00:00,[],Unscreened Stage B index row
18986,2,200936,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/200936Orig1s000lbl.pdf,2013-11-19 00:00:00,[],Unscreened Stage B index row
18987,2,201023,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/201023lbl.pdf,2010-06-17 00:00:00,[],Unscreened Stage B index row
18988,2,201023,SUPPL     ,3,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/201023s003lbl.pdf,2012-10-05 00:00:00,[],Unscreened Stage B index row
18989,2,201023,SUPPL     ,15,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/201023s015lbl.pdf,2015-06-19 00:00:00,[],Unscreened Stage B index row
18990,2,201152,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/201152s000lbl.pdf,2011-03-29 00:00:00,[],Unscreened Stage B index row
18991,2,201152,SUPPL     ,4,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/201152s004lbl.pdf,2012-11-08 00:00:00,[],Unscreened Stage B index row
18992,2,201152,SUPPL     ,5,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/201152s005lbl.pdf,2012-10-04 00:00:00,[],Unscreened Stage B index row
18993,2,201152,SUPPL     ,7,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/201152s007lbl.pdf,2014-01-28 00:00:00,[],Unscreened Stage B index row
18994,2,201153,ORIG      ,1,0,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/201153s000,022483s001lbl.pdf",2011-03-28 00:00:00,[],Unscreened Stage B index row
18995,2,201195,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/201195s000lbl.pdf,2011-06-10 00:00:00,[],Unscreened Stage B index row
18996,2,201195,SUPPL     ,4,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/201195s004lbl.pdf,2013-04-09 00:00:00,[],Unscreened Stage B index row
18997,2,201277,SUPPL     ,10,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/201277s010lbl.pdf,2015-09-21 00:00:00,[],Unscreened Stage B index row
18998,2,201277,SUPPL     ,11,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/201277s011lbl.pdf,2016-05-05 00:00:00,[],Unscreened Stage B index row
18999,2,201280,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/201280lbl.pdf,2011-05-06 00:00:00,[],Unscreened Stage B index row
19000,2,201280,SUPPL     ,2,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/201280s002lbl.pdf,2012-05-23 00:00:00,[],Unscreened Stage B index row
19001,2,201280,SUPPL     ,4,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/201280s003s004lbl.pdf,2012-08-15 00:00:00,[],Unscreened Stage B index row
19002,2,201280,SUPPL     ,5,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/201280s005lbl.pdf,2012-10-01 00:00:00,[],Unscreened Stage B index row
19003,2,201280,SUPPL     ,6,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/201280s006lbl.pdf,2013-06-25 00:00:00,[],Unscreened Stage B index row
19004,2,201280,SUPPL     ,11,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/201280s011lbl.pdf,2015-07-30 00:00:00,[],Unscreened Stage B index row
19005,2,201281,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/201281s000lbl.pdf,2012-02-01 00:00:00,[],Unscreened Stage B index row
19006,2,201281,SUPPL     ,4,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/201281s004lbl.pdf,2013-09-09 00:00:00,[],Unscreened Stage B index row
19007,2,201281,SUPPL     ,6,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/201281s006lbl.pdf,2014-07-31 00:00:00,[],Unscreened Stage B index row
19008,2,201281,SUPPL     ,8,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/201281s008lbl.pdf,2015-07-30 00:00:00,[],Unscreened Stage B index row
19009,2,201292,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/201292s000lbl.pdf,2013-07-12 00:00:00,[],Unscreened Stage B index row
19010,2,201292,SUPPL     ,6,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/201292s006lbl.pdf,2015-11-12 00:00:00,[],Unscreened Stage B index row
19011,2,201292,SUPPL     ,7,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/201292s007lbl.pdf,2016-04-19 00:00:00,[],Unscreened Stage B index row
19012,2,201292,SUPPL     ,8,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/201292s008lbl.pdf,2015-12-31 00:00:00,[],Unscreened Stage B index row
19013,2,201292,SUPPL     ,9,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/201292s009lbl.pdf,2016-04-27 00:00:00,[],Unscreened Stage B index row
19014,2,201361,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/201361Orig1s000lbl.pdf,2016-07-21 00:00:00,[],Unscreened Stage B index row
19015,2,201367,ORIG      ,1,0,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/0201367,021911s007lbl.pdf",2011-03-07 00:00:00,[],Unscreened Stage B index row
19016,2,201373,SUPPL     ,6,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/201373Orig1s006lbl.pdf,2016-06-17 00:00:00,[],Unscreened Stage B index row
19017,2,201444,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/201444s000lbl.pdf,2011-01-20 00:00:00,[],Unscreened Stage B index row
19018,2,201517,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/201517s000lbl.pdf,2011-06-28 00:00:00,[],Unscreened Stage B index row
19019,2,201525,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/201525s000lbl.pdf,2011-06-30 00:00:00,[],Unscreened Stage B index row
19020,2,201525,SUPPL     ,2,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/201525s002lbl.pdf,2012-03-16 00:00:00,[],Unscreened Stage B index row
19021,2,201525,SUPPL     ,3,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/201525s003lbl.pdf,2014-04-25 00:00:00,[],Unscreened Stage B index row
19022,2,201525,SUPPL     ,8,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/201525s008s009lbl.pdf,2014-11-07 00:00:00,[],Unscreened Stage B index row
19023,2,201525,SUPPL     ,9,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/201525s008s009lbl.pdf,2014-11-07 00:00:00,[],Unscreened Stage B index row
19024,2,201532,SUPPL     ,13,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/201532s013lbl.pdf,2015-11-04 00:00:00,[],Unscreened Stage B index row
19025,2,201532,SUPPL     ,15,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/201532s015lbl.pdf,2016-01-28 00:00:00,[],Unscreened Stage B index row
19026,2,201573,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/201573Orig1s000lbl.pdf,2013-09-19 00:00:00,[],Unscreened Stage B index row
19027,2,201635,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/201635s000lbl.pdf,2013-08-21 00:00:00,[],Unscreened Stage B index row
19028,2,201655,SUPPL     ,4,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/201655s004lbl.pdf,2013-01-14 00:00:00,[],Unscreened Stage B index row
19029,2,201657,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/201657s000lbl.pdf,2014-10-23 00:00:00,[],Unscreened Stage B index row
19030,2,201688,SUPPL     ,2,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/201688s002lbl.pdf,2014-04-28 00:00:00,[],Unscreened Stage B index row
19031,2,201688,SUPPL     ,6,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/201688s006lbl.pdf,2015-10-08 00:00:00,[],Unscreened Stage B index row
19032,2,201699,SUPPL     ,4,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/201699s004lbl.pdf,2013-04-09 00:00:00,[],Unscreened Stage B index row
19033,2,201739,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/201739s000lbl.pdf,2012-08-15 00:00:00,[],Unscreened Stage B index row
19034,2,201743,SUPPL     ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/201743s001lbl.pdf,2016-06-01 00:00:00,[],Unscreened Stage B index row
19035,2,201811,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/201811s000lbl.pdf,2015-04-14 00:00:00,[],Unscreened Stage B index row
19036,2,201849,SUPPL     ,2,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/201849s002lbl.pdf,2015-12-02 00:00:00,[],Unscreened Stage B index row
19037,2,201917,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/201917lbl.pdf,2011-05-23 00:00:00,[],Unscreened Stage B index row
19038,2,201917,SUPPL     ,4,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/201917s004lbl.pdf,2012-06-26 00:00:00,[],Unscreened Stage B index row
19039,2,201917,SUPPL     ,7,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/201917s007lbl.pdf,2012-12-17 00:00:00,[],Unscreened Stage B index row
19040,2,201917,SUPPL     ,8,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/201917s008lbl.pdf,2013-04-29 00:00:00,[],Unscreened Stage B index row
19041,2,201917,SUPPL     ,10,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/201917s010lbl.pdf,2013-10-28 00:00:00,[],Unscreened Stage B index row
19042,2,201922,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/201922s000lbl.pdf,2012-07-13 00:00:00,[],Unscreened Stage B index row
19043,2,202008,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202008s000lbl.pdf,2012-04-09 00:00:00,[],Unscreened Stage B index row
19044,2,202008,SUPPL     ,20,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/202008s020lbl.pdf,2013-12-17 00:00:00,[],Unscreened Stage B index row
19045,2,202020,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202020s000lbl.pdf,2012-07-30 00:00:00,[],Unscreened Stage B index row
19046,2,202022,SUPPL     ,2,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202022s002lbl.pdf,2012-12-10 00:00:00,[],Unscreened Stage B index row
19047,2,202022,SUPPL     ,8,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/202022s008lbledt.pdf,2015-08-27 00:00:00,[],Unscreened Stage B index row
19048,2,202057,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202057S000lbl.pdf,2012-07-30 00:00:00,[],Unscreened Stage B index row
19049,2,202067,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/202067s000lbl.pdf,2011-10-24 00:00:00,[],Unscreened Stage B index row
19050,2,202067,SUPPL     ,3,0,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/202067s003,203993s003lbl.pdf",2015-05-12 00:00:00,[],Unscreened Stage B index row
19051,2,202080,ORIG      ,1,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/202080s000lbl.pdf,2011-06-27 00:00:00,[],Unscreened Stage B index row
19052,2,202080,SUPPL     ,2,0,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/202080s002lbl.pdf,2014-01-17 00:00:00,[],Unscreened Stage B index row
