parent_id,child_id,label
018e4e932c2aa9647fdc7a11,c564a3435c5bdb421d589266,FDA pdfFilenames metadata
018e4e932c2aa9647fdc7a11,e600907fc9c247af0a0c8e35,FDA pdfFilenames metadata
018e4e932c2aa9647fdc7a11,932dbf681b767481fd775824,FDA pdfFilenames metadata
01ad01be7efa542c8f67ccdd,9b30293c255377932d67cfe0,FDA pdfFilenames metadata
01ad01be7efa542c8f67ccdd,f41acbcfcdc64eaf57aec74a,FDA pdfFilenames metadata
01ad01be7efa542c8f67ccdd,279e4ab4fd02eac3cebc0224,FDA pdfFilenames metadata
01ad01be7efa542c8f67ccdd,3e935d39531880d98f64fd79,FDA pdfFilenames metadata
01ad01be7efa542c8f67ccdd,041571b928931798c8294b1f,FDA pdfFilenames metadata
01ad01be7efa542c8f67ccdd,6a278dad13bdc4e9d60d59f3,FDA pdfFilenames metadata
01ad01be7efa542c8f67ccdd,178b647fc68f8192ef1c44db,FDA pdfFilenames metadata
01ad01be7efa542c8f67ccdd,a2d272c1b7406b553269f702,FDA pdfFilenames metadata
01ad01be7efa542c8f67ccdd,131f7fc229fd69a0ebdd619a,FDA pdfFilenames metadata
01ad01be7efa542c8f67ccdd,5c4fb3f6f007adc854fd8fe2,FDA pdfFilenames metadata
01bf132c0fdd735f69785b27,cf66d8b7c879689f46183dcf,FDA pdfFilenames metadata
01bf132c0fdd735f69785b27,cd10abdfef63a2af51498e1b,FDA pdfFilenames metadata
01bf132c0fdd735f69785b27,2eb74f8f0693e67cc6b9e7a0,FDA pdfFilenames metadata
01bf132c0fdd735f69785b27,0d9a7585e01ab719680bb728,FDA pdfFilenames metadata
01bf132c0fdd735f69785b27,70027304fbb184b9e8bec989,FDA pdfFilenames metadata
01bf132c0fdd735f69785b27,0d3a11a4fbaba8ec3965dce8,FDA pdfFilenames metadata
01bf132c0fdd735f69785b27,655eb12c99a92765e01b7ab7,FDA pdfFilenames metadata
01bf132c0fdd735f69785b27,c3d135767243b1baaa8c3e04,FDA pdfFilenames metadata
01bf132c0fdd735f69785b27,e32fcdb22634ea7020416f17,FDA pdfFilenames metadata
01bf132c0fdd735f69785b27,fcf881b722e8f97361f6decd,FDA pdfFilenames metadata
01bf132c0fdd735f69785b27,29a547ccb61dfa688f93f937,FDA pdfFilenames metadata
01bf132c0fdd735f69785b27,4ad3c52fd0b77cc94d30c705,FDA pdfFilenames metadata
01bf132c0fdd735f69785b27,db3bebb55bcb38b0960d25c2,FDA pdfFilenames metadata
01bf132c0fdd735f69785b27,9446202112fdd9dc2d032be9,FDA pdfFilenames metadata
01bf132c0fdd735f69785b27,e4c84e25a6f1bb5df27d29d9,FDA pdfFilenames metadata
01bf132c0fdd735f69785b27,89d6410185a77b0cde42b1eb,FDA pdfFilenames metadata
01bf132c0fdd735f69785b27,5d9b4830404c06b2536274d5,FDA pdfFilenames metadata
01c2fb64d150b3dd4fbfb066,6b38f4193d2022cf3d6fb5c5,FDA pdfFilenames metadata
01c2fb64d150b3dd4fbfb066,60b05410ebae295cebc790f5,FDA pdfFilenames metadata
01c2fb64d150b3dd4fbfb066,d15629bfc7edc4d1306ec98a,FDA pdfFilenames metadata
01c2fb64d150b3dd4fbfb066,59b355869277775621d4afd8,FDA pdfFilenames metadata
01c2fb64d150b3dd4fbfb066,76f24bb324e72cb1ac7c1740,FDA pdfFilenames metadata
01c2fb64d150b3dd4fbfb066,34b5f61b4414cd43e242a46f,FDA pdfFilenames metadata
01c2fb64d150b3dd4fbfb066,2779de269c300125f9d919ee,FDA pdfFilenames metadata
01c2fb64d150b3dd4fbfb066,c0a1c99f1549855e73f235b1,FDA pdfFilenames metadata
01c2fb64d150b3dd4fbfb066,8d4d580bd693a2de8dbac1ae,FDA pdfFilenames metadata
