document_id,index_row_id,application,submission_type,submission_no,original_url
9671ad6f6a0895a700e01782,20014,008693,SUPPL,25,http://www.accessdata.fda.gov/drugsatfda_docs/nda/pre96/008693s025_009175s019_016620s045_MacrodantinTOC.html
bd55023ec662c7a7a600d456,20015,008708,SUPPL,25,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/008708Orig1s025.pdf
93f9ffc36e749c198d60548c,20016,008848,SUPPL,18,http://www.accessdata.fda.gov/drugsatfda_docs/nda/pre96/008848_S018_Pamine Tablets_APPROVAL PACKAGE.pdf
f5a863bce3f2d3de8c00029e,20017,009000,SUPPL,22,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/09000_S022&S023_Cafergot_APPROVAL PACKAGE.pdf
9671ad6f6a0895a700e01782,20018,009175,SUPPL,19,http://www.accessdata.fda.gov/drugsatfda_docs/nda/pre96/008693s025_009175s019_016620s045_MacrodantinTOC.html
7a5c317f31e1741e7394b2e7,20019,009218,SUPPL,86,http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/009218a.pdf
04e27c8095a2212bbf7c598d,20020,009218,SUPPL,97,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/09218S097_Coumadin.pdf
774695bdf370416115ef3b16,20021,009330,SUPPL,20,http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/9330-s020_lanoxin.pdf
9691496e13c9332ddb286323,20022,010151,SUPPL,22,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/010151_S022_DILANTIN_AP.pdf
65628fe56111b1362b5084fe,20023,010151,SUPPL,29,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/010151_S029_DILANTIN_AP.pdf
b4de4de74f81adbb902ee5d5,20024,010151,SUPPL,30,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/010151_S030_DILANTIN_AP.pdf
a738911f097ccedd5aa1856c,20025,010151,SUPPL,33,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/010151_S033_DILANTIN_AP.pdf
3335c927e1fbbd8884142217,20026,010775,SUPPL,29,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/10-775SLR029.pdf
c3a434af83860e733713590b,20027,011641,SUPPL,61,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/011641_S061_DIABINESE_TABLETS_AP.pdf
0ea64e0fa73a1e16ec7113d7,20028,011641,SUPPL,65,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2009/011641Orig1s065.pdf
00eaa3133667c108b6b8add2,20029,011642,SUPPL,12,http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/11-642s012_Cardioquin.html
d15a25822110f1187147d7cf,20030,011792,SUPPL,41,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/011792Orig1s041.pdf
a4b01c8a8e456ce373f82b67,20031,011961,SUPPL,17,http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/11961-s017.html
2b962495c8069978ee23ca46,20032,012209,SUPPL,38,http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/12209-S038_Fluorouracil.pdf
fbbc6f6b0307ac11dc5c9a24,20033,012649,SUPPL,46,http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/12649-S046_Periactin.pdf
a97630f1ea87cedeabe690aa,20034,012827,SUPPL,9,http://www.accessdata.fda.gov/drugsatfda_docs/nda/pre96/012827_s009_s010_s011_Robinul & Robinul Forte_Tablets.pdf
c8cf76bf73d8e9e0b63663df,20035,012827,SUPPL,14,http://www.accessdata.fda.gov/drugsatfda_docs/nda/pre96/012827_s014_Robinul_Forte_Tabs.pdf
90edaf42398115a892db8cca,20036,012827,SUPPL,17,http://www.accessdata.fda.gov/drugsatfda_docs/nda/pre96/012827_s017_Robinul-Robinul_Forte_Tabs.pdf
349f01581c07ea0df65be882,20037,012827,SUPPL,25,http://www.accessdata.fda.gov/drugsatfda_docs/nda/pre96/012827_s024&s025_Robinul_Robinul_Forte_Tabs.pdf
89aaaeef7ff919a234018542,20038,012827,SUPPL,33,http://www.accessdata.fda.gov/drugsatfda_docs/nda/pre96/012827_s032&s033_Robinul & Robinul Forte Tablets.pdf
7410a7440ef34e3e852a814e,20039,012945,SUPPL,37,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/012945Orig1s037.pdf
cd064f5f9b5f7919a95c4955,20040,012945,SUPPL,38,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/012945Orig1s038.pdf
97e27e336d2dd3b70a8643a0,20041,013217,SUPPL,43,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/013217_S043_SKELAXIN.pdf
7241db36946119d4111e6d56,20042,013217,SUPPL,44,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/013217s044_SkelexinTOC.html
