document_id,url,pdf_page,terms,applications,lesson_hints,manual_status
00202911012b276ae602773a,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2022/208891Orig1s000.pdf,854,may_proceed,208891,nonclinical-pkpd; cmc-material; cmc-controls,Unreviewed strong-term hit
00202911012b276ae602773a,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2022/208891Orig1s000.pdf,944,may_proceed,208891,cmc-material; clinical,Unreviewed strong-term hit
00565e342bb02cfd37718584,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2023/217513Orig1s000MultidisciplineR.pdf,128,investigator_brochure,217513,nonclinical-pkpd; cmc-material; cmc-controls; cmc-stability; clinical-dose,Unreviewed strong-term hit
00565e342bb02cfd37718584,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2023/217513Orig1s000MultidisciplineR.pdf,129,investigator_brochure,217513,nonclinical-pkpd; clinical-dose,Unreviewed strong-term hit
00708f8645070e6792d19159,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2021/214018Orig1s000IntegratedR.pdf,71,pre_ind,214018,nonclinical-pkpd; nonclinical-package; cmc-controls; clinical,Unreviewed strong-term hit
00708f8645070e6792d19159,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2021/214018Orig1s000IntegratedR.pdf,168,ind_review,214018,nonclinical-safety,Unreviewed strong-term hit
00708f8645070e6792d19159,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2021/214018Orig1s000IntegratedR.pdf,170,may_proceed,214018,nonclinical-pkpd; nonclinical-safety; clinical-dose,Unreviewed strong-term hit
00708f8645070e6792d19159,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2021/214018Orig1s000IntegratedR.pdf,210,ind_review,214018,nonclinical-safety,Unreviewed strong-term hit
00708f8645070e6792d19159,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2021/214018Orig1s000IntegratedR.pdf,213,may_proceed,214018,cmc-material,Unreviewed strong-term hit
00708f8645070e6792d19159,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2021/214018Orig1s000IntegratedR.pdf,215,pre_ind,214018,nonclinical-safety,Unreviewed strong-term hit
00708f8645070e6792d19159,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2021/214018Orig1s000IntegratedR.pdf,276,may_proceed,214018,nonclinical-safety; cmc-controls; clinical-dose,Unreviewed strong-term hit
00945678be2c7ff998228256,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/209575Orig1s000MedR.pdf,28,pre_ind,209575,nonclinical-safety; cmc-controls,Unreviewed strong-term hit
00945678be2c7ff998228256,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/209575Orig1s000MedR.pdf,29,pre_ind,209575,cmc-material,Unreviewed strong-term hit
00945678be2c7ff998228256,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/209575Orig1s000MedR.pdf,30,pre_ind,209575,clinical,Unreviewed strong-term hit
00945678be2c7ff998228256,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/209575Orig1s000MedR.pdf,33,clinical_hold,209575,clinical-dose,Unreviewed strong-term hit
00945678be2c7ff998228256,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/209575Orig1s000MedR.pdf,34,clinical_hold,209575,clinical,Unreviewed strong-term hit
00945678be2c7ff998228256,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/209575Orig1s000MedR.pdf,35,clinical_hold,209575,cmc-controls; clinical,Unreviewed strong-term hit
00ecbcba1dd6b30e6eafb3aa,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2023/215559Orig1s000AdminCorres.pdf,6,clinical_hold,215559,clinical,Unreviewed strong-term hit
00ecbcba1dd6b30e6eafb3aa,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2023/215559Orig1s000AdminCorres.pdf,8,clinical_hold,215559,clinical,Unreviewed strong-term hit
00ecbcba1dd6b30e6eafb3aa,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2023/215559Orig1s000AdminCorres.pdf,39,pre_ind,215559,nonclinical-pkpd; nonclinical-safety; nonclinical-package,Unreviewed strong-term hit
00ecbcba1dd6b30e6eafb3aa,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2023/215559Orig1s000AdminCorres.pdf,47,clinical_hold,215559,nonclinical-pharmacology,Unreviewed strong-term hit
00ecbcba1dd6b30e6eafb3aa,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2023/215559Orig1s000AdminCorres.pdf,67,initial_ind; original_ind_review,215559,cmc-material,Unreviewed strong-term hit
01340b044de3f18e89de9cff,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2025/210661Orig1s000AdminCorres.pdf,3,pre_ind,210661,,Unreviewed strong-term hit
01340b044de3f18e89de9cff,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2025/210661Orig1s000AdminCorres.pdf,4,pre_ind,210661,nonclinical-safety; cmc-material; cmc-controls,Unreviewed strong-term hit
016a5e1521edc96ef167038c,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/208352Orig1s000ChemR.pdf,13,initial_ind,208352,,Unreviewed strong-term hit
016a5e1521edc96ef167038c,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/208352Orig1s000ChemR.pdf,62,initial_ind,208352,nonclinical-safety,Unreviewed strong-term hit
01e8d1b3a515b8fafc50abb1,"https://www.accessdata.fda.gov/drugsatfda_docs/nda/2021/215358Orig1s000,Orig2s000AdminCorres.pdf",2,clinical_hold,215358,nonclinical-pharmacology,Unreviewed strong-term hit
01e8d1b3a515b8fafc50abb1,"https://www.accessdata.fda.gov/drugsatfda_docs/nda/2021/215358Orig1s000,Orig2s000AdminCorres.pdf",13,clinical_hold,215358,nonclinical-pharmacology,Unreviewed strong-term hit
01eb464a7c45cb24d856e634,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2021/761208Orig1s000MultidisciplineR.pdf,51,ind_review; initial_ind; original_ind_review,761208,nonclinical-safety,Unreviewed strong-term hit
0214e55d1610fb95da04939c,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2025/219792Orig1s000IntegratedR.pdf,134,may_proceed; pre_ind,219792,nonclinical-pkpd; clinical; clinical-dose,Unreviewed strong-term hit
0214e55d1610fb95da04939c,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2025/219792Orig1s000IntegratedR.pdf,141,investigator_brochure,219792,nonclinical-safety; cmc-material; cmc-controls,Unreviewed strong-term hit
025bded4fff8d6a6ba7bbba9,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2023/217722Orig1s000AdminCorres.pdf,4,may_proceed,217722,cmc-material; cmc-controls; cmc-stability,Unreviewed strong-term hit
025bded4fff8d6a6ba7bbba9,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2023/217722Orig1s000AdminCorres.pdf,6,pre_ind,217722,nonclinical-pkpd,Unreviewed strong-term hit
035c6e3d4e90abf0e3199efc,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/216340Orig1s005.pdf,67,may_proceed,216340,nonclinical-safety,Unreviewed strong-term hit
036897f0d21141129955ff5e,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2023/216686Orig1s000MultidisciplineR.pdf,37,pre_ind,216686,cmc-material; cmc-controls; cmc-stability,Unreviewed strong-term hit
03bb949033053a382e52e3cd,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/211723Orig1s000AdminCorres.pdf,46,investigator_brochure,211723,nonclinical-pkpd; clinical,Unreviewed strong-term hit
0407690bd23763b6af616448,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2026/220848Orig1s000AdminCorres.pdf,5,may_proceed,220848,nonclinical-pkpd; nonclinical-package,Unreviewed strong-term hit
0451c186dc11dd25c9d02676,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/212849Orig1s000OtherR.pdf,39,pre_ind,212849,,Unreviewed strong-term hit
04690dfa75ae7b38c92446c7,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2026/211241Orig1s000AdminCorres.pdf,18,clinical_hold; initial_ind,211241,,Unreviewed strong-term hit
04690dfa75ae7b38c92446c7,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2026/211241Orig1s000AdminCorres.pdf,29,investigator_brochure,211241,nonclinical-safety,Unreviewed strong-term hit
046c6ee2614e93a52e585435,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2022/215092Orig1s000CrossR.pdf,7,pre_ind,215092,,Unreviewed strong-term hit
04c95c6cbd7b14f8c3c52534,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2025/218643Orig1s000MedR.pdf,15,pre_ind,218643,nonclinical-pkpd,Unreviewed strong-term hit
04c95c6cbd7b14f8c3c52534,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2025/218643Orig1s000MedR.pdf,28,clinical_hold,218643,,Unreviewed strong-term hit
04c95c6cbd7b14f8c3c52534,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2025/218643Orig1s000MedR.pdf,43,investigator_brochure,218643,,Unreviewed strong-term hit
051bcfeb5b3ea8f68d5f4e73,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2023/211363Orig1s000AdminCorres.pdf,2,pre_ind,211363,,Unreviewed strong-term hit
051bcfeb5b3ea8f68d5f4e73,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2023/211363Orig1s000AdminCorres.pdf,10,pre_ind,211363,,Unreviewed strong-term hit
05a88f47ca4a77959459502c,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/761344Orig1s000MultidisciplineR.pdf,41,may_proceed,761344,cmc-controls,Unreviewed strong-term hit
05e295961cc9c77543fd5584,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/209575Orig1s000ClinPharmR.pdf,26,pre_ind,209575,cmc-material,Unreviewed strong-term hit
060c26d4d97921136bafd754,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2025/219972Orig1s000AdminCorres.pdf,22,clinical_hold,219972,nonclinical-pharmacology,Unreviewed strong-term hit
0629cd5640747fcb5e477755,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2009/021324Orig1s008.pdf,38,pre_ind,021324,nonclinical-pkpd,Unreviewed strong-term hit
064492195fd45ffe9436bdfc,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2023/211530Orig1s000MedR.pdf,3,initial_ind,211530,cmc-stability,Unreviewed strong-term hit
0644a32f0f3d3b8ef24c4e97,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2017/204447Orig1s009.pdf,125,ind_review,204447,nonclinical-pkpd,Unreviewed strong-term hit
064812a541b66e9a9b83cfd0,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/210852Orig1s000MedR.pdf,5,pre_ind,210852,cmc-controls,Unreviewed strong-term hit
066341f59e6e612da708fb73,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/212614Orig1s000StatR.pdf,5,ind_review,212614,,Unreviewed strong-term hit
066341f59e6e612da708fb73,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/212614Orig1s000StatR.pdf,6,ind_review,212614,,Unreviewed strong-term hit
06b500197f329bc363cf72d4,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2021/215310Orig1s000OtherR.pdf,26,investigator_brochure,215310,,Unreviewed strong-term hit
06b509521dfc09b4777126b8,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/215721Orig1s000MultidisciplineR.pdf,33,pre_ind,215721,cmc-material; cmc-controls,Unreviewed strong-term hit
06b509521dfc09b4777126b8,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/215721Orig1s000MultidisciplineR.pdf,48,pre_ind,215721,,Unreviewed strong-term hit
06c91188104aaf87ca02e930,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2022/214518Orig1s000OtherR.pdf,44,initial_ind; original_ind_review; pre_ind,214518,nonclinical-pkpd; cmc-material,Unreviewed strong-term hit
06dfb75152a8f5790df50719,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2025/219407Orig1s000AdminCorres.pdf,21,may_proceed,219407,cmc-material; clinical,Unreviewed strong-term hit
0746a125fe80a23068495fe2,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2022/213436Orig1s000AdminCorres.pdf,14,may_proceed,213436,,Unreviewed strong-term hit
075ade8ddb9697c7edea5bb8,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2022/214801Orig1s000OtherR.pdf,50,investigator_brochure,214801,nonclinical-pkpd,Unreviewed strong-term hit
0784193e34b45777702ceab3,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2021/761210Orig1s000MultidisciplineR.pdf,30,may_proceed,761210,cmc-material,Unreviewed strong-term hit
0784193e34b45777702ceab3,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2021/761210Orig1s000MultidisciplineR.pdf,32,may_proceed,761210,,Unreviewed strong-term hit
0784193e34b45777702ceab3,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2021/761210Orig1s000MultidisciplineR.pdf,60,initial_ind; original_ind_review,761210,nonclinical-pkpd; nonclinical-safety; nonclinical-package,Unreviewed strong-term hit
07e1b6ba2c977f4878318452,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2023/209988Orig1s000OtherR.pdf,39,pre_ind,209988,cmc-material,Unreviewed strong-term hit
07e1b6ba2c977f4878318452,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2023/209988Orig1s000OtherR.pdf,56,pre_ind,209988,,Unreviewed strong-term hit
07e949d73dfb4ae64900dc86,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2022/215401Orig1s000MultidisciplineR.pdf,25,clinical_hold; may_proceed,215401,cmc-material,Unreviewed strong-term hit
0804d0d4c2de0e4dd844378b,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2023/210850Orig1s000PharmR.pdf,7,pre_ind,210850,nonclinical-safety,Unreviewed strong-term hit
086e7260983071fd32aa099a,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2023/211746Orig1s000AdminCorres.pdf,4,initial_ind,211746,,Unreviewed strong-term hit
086e7260983071fd32aa099a,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2023/211746Orig1s000AdminCorres.pdf,20,pre_ind,211746,,Unreviewed strong-term hit
086e7260983071fd32aa099a,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2023/211746Orig1s000AdminCorres.pdf,22,pre_ind,211746,nonclinical-safety; cmc-controls,Unreviewed strong-term hit
08fe70f78517f148640dbcf8,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/212614Orig1s000MedR.pdf,30,pre_ind,212614,cmc-material,Unreviewed strong-term hit
09133fa67e7a537921438fe0,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/213388Orig1s000ChemR.pdf,14,initial_ind,213388,cmc-controls,Unreviewed strong-term hit
092b908e772e633c72a38e2e,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/213702Orig1s000RiskR.pdf,5,clinical_hold; pre_ind,213702,nonclinical-safety; clinical,Unreviewed strong-term hit
0a07373c1a1ce176206ddafd,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2019/211349Orig1s001.pdf,48,initial_ind; may_proceed,211349,,Unreviewed strong-term hit
0a4cd4d491bc852394c6bed5,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2021/761201Orig1s000ChemR.pdf,109,pre_ind,761201,cmc-material,Unreviewed strong-term hit
0ac35dd78d84ba3979b72649,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2023/216117Orig1s000OtherR.pdf,19,pre_ind,216117,clinical-dose,Unreviewed strong-term hit
0ad7f8d22bec79e2b8b43b0c,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/761171Orig1s000AdminCorres.pdf,4,initial_ind; pre_ind,761171,nonclinical-safety; clinical,Unreviewed strong-term hit
0ad7f8d22bec79e2b8b43b0c,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/761171Orig1s000AdminCorres.pdf,5,clinical_hold,761171,nonclinical-pkpd; nonclinical-safety; cmc-material; clinical,Unreviewed strong-term hit
0ad7f8d22bec79e2b8b43b0c,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/761171Orig1s000AdminCorres.pdf,15,pre_ind,761171,nonclinical-safety; nonclinical-package,Unreviewed strong-term hit
0ad7f8d22bec79e2b8b43b0c,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/761171Orig1s000AdminCorres.pdf,45,pre_ind,761171,nonclinical-safety; cmc-controls,Unreviewed strong-term hit
0ad7f8d22bec79e2b8b43b0c,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/761171Orig1s000AdminCorres.pdf,47,initial_ind,761171,nonclinical-pkpd; nonclinical-safety; nonclinical-package; cmc-material; cmc-controls; cmc-stability,Unreviewed strong-term hit
0ad7f8d22bec79e2b8b43b0c,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/761171Orig1s000AdminCorres.pdf,48,initial_ind; investigator_brochure; original_ind_review,761171,nonclinical-pkpd; nonclinical-safety; cmc-material; cmc-controls; cmc-stability,Unreviewed strong-term hit
0b32eba9812da7355dcdbadf,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2023/218213Orig1s000AdminCorres.pdf,13,investigator_brochure,218213,nonclinical-pkpd; nonclinical-safety; clinical,Unreviewed strong-term hit
0b32eba9812da7355dcdbadf,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2023/218213Orig1s000AdminCorres.pdf,28,clinical_hold,218213,nonclinical-pharmacology,Unreviewed strong-term hit
0b32eba9812da7355dcdbadf,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2023/218213Orig1s000AdminCorres.pdf,37,clinical_hold,218213,nonclinical-pharmacology,Unreviewed strong-term hit
0b4930010242793f902d5489,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/761113Orig1s000MultidisciplineR.pdf,28,may_proceed; pre_ind,761113,nonclinical-pkpd; nonclinical-package; clinical-dose,Unreviewed strong-term hit
0b4930010242793f902d5489,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/761113Orig1s000MultidisciplineR.pdf,103,investigator_brochure,761113,clinical,Unreviewed strong-term hit
0b72317aadc832ef8f9215e0,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2022/208712Orig1s000RiskR.pdf,7,clinical_hold,208712,nonclinical-safety,Unreviewed strong-term hit
0b9975583fa1ee98f576ce3f,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/218550Orig1s000MultidisciplineR.pdf,23,investigator_brochure,218550,,Unreviewed strong-term hit
0b9975583fa1ee98f576ce3f,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/218550Orig1s000MultidisciplineR.pdf,26,initial_ind,218550,,Unreviewed strong-term hit
0b9975583fa1ee98f576ce3f,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/218550Orig1s000MultidisciplineR.pdf,134,investigator_brochure,218550,,Unreviewed strong-term hit
0b9fad2c477a2aeeb3412e54,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2021/214701Orig1s000AdminCorres.pdf,27,clinical_hold,214701,nonclinical-pharmacology,Unreviewed strong-term hit
0c07e37979d12e529bcb20cc,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2023/215830Orig1s000MultidisciplineR.pdf,33,may_proceed; pre_ind,215830,nonclinical-pkpd,Unreviewed strong-term hit
0c0b917b08d7d24edcd69e96,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2019/210854Orig1s001.pdf,172,initial_ind; pre_ind,210854,nonclinical-pharmacology,Unreviewed strong-term hit
0c3743f81ad5d86b1218b6cc,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2025/218171Orig1s000AdminCorres.pdf,38,investigator_brochure,218171,nonclinical-safety; clinical,Unreviewed strong-term hit
0c3743f81ad5d86b1218b6cc,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2025/218171Orig1s000AdminCorres.pdf,59,pre_ind,218171,,Unreviewed strong-term hit
0c5707cf8323c1da5ee47a93,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/761154Orig1s000AdminCorres.pdf,10,initial_ind,761154,nonclinical-package; cmc-material; cmc-controls,Unreviewed strong-term hit
0c59b69077ac80dba590c463,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/213931Orig1s000MultidisciplineR.pdf,34,ind_review,213931,nonclinical-safety,Unreviewed strong-term hit
0c8ee004656b5498c6aa433a,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2026/761485Orig1s000AdminCorres.pdf,38,clinical_hold,761485,nonclinical-pharmacology,Unreviewed strong-term hit
0c8ee004656b5498c6aa433a,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2026/761485Orig1s000AdminCorres.pdf,55,pre_ind,761485,nonclinical-safety,Unreviewed strong-term hit
0cd7599ea7a7666fdf8b37cc,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2023/216227Orig1s000PharmR.pdf,13,pre_ind,216227,nonclinical-pkpd; nonclinical-safety; nonclinical-package; cmc-material,Unreviewed strong-term hit
0d34489bb3f6770744a31511,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/210296Orig1s000MedR.pdf,16,initial_ind; original_ind_review; pre_ind,210296,nonclinical-pkpd; cmc-controls,Unreviewed strong-term hit
0d34489bb3f6770744a31511,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/210296Orig1s000MedR.pdf,19,pre_ind,210296,nonclinical-pkpd,Unreviewed strong-term hit
0d40c9060b844dd63bb50a01,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2025/217370Orig1s000IntegratedR.pdf,72,pre_ind,217370,cmc-material; cmc-controls,Unreviewed strong-term hit
0d5eec2192121e256eed9089,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2026/022433Orig1s029.pdf,146,investigator_brochure,022433,,Unreviewed strong-term hit
0ded3bf058af98e10cf9124b,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/217569Orig1s000OtherR.pdf,2,pre_ind,217569,cmc-material,Unreviewed strong-term hit
0dfad4228134403e290c369e,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/209445Orig1s002.pdf,126,may_proceed,209445,clinical,Unreviewed strong-term hit
0dfecd315117a77ea30259c0,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/211733Orig1s000MedR.pdf,18,pre_ind,211733,nonclinical-pharmacology; nonclinical-safety,Unreviewed strong-term hit
0dfecd315117a77ea30259c0,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/211733Orig1s000MedR.pdf,78,pre_ind,211733,cmc-material,Unreviewed strong-term hit
0dfecd315117a77ea30259c0,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/211733Orig1s000MedR.pdf,149,initial_ind,211733,cmc-material,Unreviewed strong-term hit
0e0ea87d063273585636938d,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2022/761234Orig1s000AdminCorres.pdf,5,initial_ind,761234,,Unreviewed strong-term hit
0e0ea87d063273585636938d,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2022/761234Orig1s000AdminCorres.pdf,6,may_proceed,761234,cmc-material; cmc-controls; clinical,Unreviewed strong-term hit
0e3f7cefd4ce15e4f005bbfe,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2023/216340Orig1s000MultidisciplineR.pdf,33,initial_ind; may_proceed,216340,nonclinical-safety; clinical,Unreviewed strong-term hit
0e3f7cefd4ce15e4f005bbfe,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2023/216340Orig1s000MultidisciplineR.pdf,57,initial_ind; original_ind_review,216340,nonclinical-pkpd,Unreviewed strong-term hit
0ea20a02c900ceb4ef495da6,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2022/212304Orig1s000SumR.pdf,15,pre_ind,212304,cmc-material,Unreviewed strong-term hit
0f453d034f83b2a2ba91a539,https://www.accessdata.fda.gov/drugsatfda_docs/NDA/2026/220442Orig1s000MicroR.pdf,12,clinical_hold; initial_ind,220442,nonclinical-pkpd; nonclinical-safety,Unreviewed strong-term hit
0f939d5522a7ad4b6d65b434,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2021/214622Orig1s000AdminCorres.pdf,23,investigator_brochure,214622,nonclinical-pkpd; nonclinical-safety; clinical,Unreviewed strong-term hit
0fdca2f450dbf776727b5c7f,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2023/125514Orig1s052.pdf,120,initial_ind,125514,clinical,Unreviewed strong-term hit
0fdf9bff287f62c5fa201ac7,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/214927Orig1s000IntegratedR.pdf,47,pre_ind,214927,nonclinical-package; clinical,Unreviewed strong-term hit
0fdf9bff287f62c5fa201ac7,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/214927Orig1s000IntegratedR.pdf,48,initial_ind; may_proceed,214927,cmc-material,Unreviewed strong-term hit
0fdf9bff287f62c5fa201ac7,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/214927Orig1s000IntegratedR.pdf,50,investigator_brochure,214927,nonclinical-safety; cmc-controls,Unreviewed strong-term hit
0fdf9bff287f62c5fa201ac7,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/214927Orig1s000IntegratedR.pdf,131,pre_ind,214927,nonclinical-safety; nonclinical-package; clinical,Unreviewed strong-term hit
0fdf9bff287f62c5fa201ac7,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/214927Orig1s000IntegratedR.pdf,132,initial_ind; may_proceed; pre_ind,214927,nonclinical-package; cmc-material; cmc-stability,Unreviewed strong-term hit
0fdf9bff287f62c5fa201ac7,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/214927Orig1s000IntegratedR.pdf,238,may_proceed; pre_ind,214927,nonclinical-package; cmc-controls; clinical,Unreviewed strong-term hit
0fdf9bff287f62c5fa201ac7,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/214927Orig1s000IntegratedR.pdf,240,investigator_brochure,214927,nonclinical-package; cmc-material; cmc-controls,Unreviewed strong-term hit
0fdf9bff287f62c5fa201ac7,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/214927Orig1s000IntegratedR.pdf,428,ind_review,214927,nonclinical-safety,Unreviewed strong-term hit
0fdf9bff287f62c5fa201ac7,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/214927Orig1s000IntegratedR.pdf,557,initial_ind; may_proceed,214927,cmc-material,Unreviewed strong-term hit
0fef380618363eec67afe624,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2023/761240Orig1s000AdminCorres.pdf,2,clinical_hold,761240,nonclinical-pharmacology,Unreviewed strong-term hit
0fef380618363eec67afe624,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2023/761240Orig1s000AdminCorres.pdf,80,clinical_hold,761240,nonclinical-pharmacology,Unreviewed strong-term hit
1020fdc6dc0332164f5073c5,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2022/761180Orig1s000AdminCorres.pdf,16,may_proceed,761180,cmc-controls; cmc-stability,Unreviewed strong-term hit
107093930d86288cde034d96,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/213586Orig1s000MultidisciplineR.pdf,106,pre_ind,213586,nonclinical-pkpd; cmc-material,Unreviewed strong-term hit
108cb6219dbf5e30ac4e522c,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2025/219070Orig1s000IntegratedR.pdf,150,may_proceed; pre_ind,219070,cmc-material,Unreviewed strong-term hit
10935973603db4c6e512e968,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2025/217604Orig1s000MedR.pdf,25,may_proceed; pre_ind,217604,cmc-material; cmc-controls,Unreviewed strong-term hit
